; frame_id,active_sensor_idx, frame_time, sensor_rolling_shutter_skew, exposure_time, sof, focus_distance, eis_pre_crop_vIN.fullWidth, eis_pre_crop_vIN.fullHeight, eis_pre_crop_vIN.windowWidth, eis_pre_crop_vIN.windowHeight, eis_pre_crop_vIN.windowLeft, eis_pre_crop_vIN.windowTop, eis_pre_crop_vOUT.fullWidth, eis_pre_crop_vOUT.fullHeight, eis_pre_crop_vOUT.windowWidth, eis_pre_crop_vOUT.windowHeight, eis_pre_crop_vOUT.windowLeft, eis_pre_crop_vOUT.windowTop, output_crop_fov.fullWidth, output_crop_fov.fullHeight, output_crop_fov.windowWidth, output_crop_fov.windowHeight, output_crop_fov.windowLeft, output_crop_fov.windowTop
2479,0,16666,12761,395,2165161095,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2480,0,16666,12761,395,2165177761,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2481,0,16666,12761,395,2165194426,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2482,0,16666,12761,395,2165211091,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2483,0,16666,12761,395,2165227756,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2484,0,16666,12761,395,2165244421,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2485,0,16666,12761,395,2165261086,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2486,0,16666,12761,395,2165277751,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2487,0,16666,12761,395,2165294416,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2488,0,16666,12761,395,2165311081,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2489,0,16666,12761,395,2165327746,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2490,0,16666,12761,395,2165344412,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2491,0,16666,12761,395,2165361077,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2492,0,16666,12761,395,2165377742,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2493,0,16666,12761,395,2165394407,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2494,0,16666,12761,395,2165411072,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2495,0,16666,12761,395,2165427737,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2496,0,16666,12761,395,2165444402,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2497,0,16666,12761,395,2165461067,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2498,0,16666,12761,395,2165477732,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2499,0,16666,12761,395,2165494398,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2500,0,16666,12761,395,2165511063,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2501,0,16666,12761,395,2165527728,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2502,0,16666,12761,395,2165544393,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2503,0,16666,12761,395,2165561058,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2504,0,16666,12761,395,2165577723,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2505,0,16666,12761,395,2165594388,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2506,0,16666,12761,395,2165611053,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2507,0,16666,12761,395,2165627718,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2508,0,16666,12761,395,2165644383,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2509,0,16666,12761,395,2165661049,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2510,0,16666,12761,395,2165677714,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2511,0,16666,12761,395,2165694379,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2512,0,16666,12761,395,2165711044,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2513,0,16666,12761,395,2165727709,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2514,0,16666,12761,395,2165744374,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2515,0,16666,12761,395,2165761039,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2516,0,16666,12761,395,2165777704,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2517,0,16666,12761,395,2165794369,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2518,0,16666,12761,395,2165811035,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2519,0,16666,12761,395,2165827700,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2520,0,16666,12761,395,2165844365,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2521,0,16666,12761,395,2165861030,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2522,0,16666,12761,395,2165877695,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2523,0,16666,12761,395,2165894360,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2524,0,16666,12761,395,2165911025,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2525,0,16666,12761,395,2165927690,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2526,0,16666,12761,395,2165944355,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2527,0,16666,12761,395,2165961020,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2528,0,16666,12761,395,2165977686,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2529,0,16666,12761,395,2165994351,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2530,0,16666,12761,395,2166011016,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2531,0,16666,12761,395,2166027681,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2532,0,16666,12761,395,2166044346,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2533,0,16666,12761,395,2166061011,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2534,0,16666,12761,389,2166077676,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2535,0,16666,12761,389,2166094341,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2536,0,16666,12761,389,2166111006,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2537,0,16666,12761,389,2166127671,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2538,0,16666,12761,389,2166144337,8.48E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2539,0,16666,12761,389,2166161002,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2540,0,16666,12761,389,2166177667,8.48E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2541,0,16666,12761,389,2166194332,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2542,0,16666,12761,389,2166210997,8.62E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2543,0,16666,12761,389,2166227662,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2544,0,16666,12761,389,2166244327,8.62E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2545,0,16666,12761,389,2166260992,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2546,0,16666,12761,389,2166277657,8.62E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2547,0,16666,12761,389,2166294323,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2548,0,16666,12761,389,2166310988,8.62E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2549,0,16666,12761,389,2166327653,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2550,0,16666,12761,389,2166344318,8.62E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2551,0,16666,12761,389,2166360983,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2552,0,16666,12761,389,2166377648,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2553,0,16666,12761,389,2166394313,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2554,0,16666,12761,389,2166410978,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2555,0,16666,12761,389,2166427643,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2556,0,16666,12761,389,2166444308,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2557,0,16666,12761,389,2166460974,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2558,0,16666,12761,389,2166477639,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2559,0,16666,12761,389,2166494304,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2560,0,16666,12761,389,2166510969,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2561,0,16666,12761,389,2166527634,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2562,0,16666,12761,389,2166544299,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2563,0,16666,12761,389,2166560964,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2564,0,16666,12761,389,2166577629,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2565,0,16666,12761,389,2166594294,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2566,0,16666,12761,389,2166610960,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2567,0,16666,12761,389,2166627625,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2568,0,16666,12761,389,2166644290,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2569,0,16666,12761,389,2166660955,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2570,0,16666,12761,389,2166677620,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2571,0,16666,12761,389,2166694285,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2572,0,16666,12761,389,2166710950,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2573,0,16666,12761,389,2166727615,0.00E+00,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
2574,0,16666,12761,389,2166744280,6.67E-01,4000,3000,4000,3000,0,0,4000,3000,4000,3000,0,0,4000,3000,3200,1800,400,600
